Client_Num,Card_Category,Annual_Fees,Activation_30_Days,Customer_Acq_Cost,Week_Start_Date,Week_Num,Qtr,current_year,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Vol,Avg_Utilization_Ratio,Use Chip,Exp Type,Interest_Earned,Delinquent_Acc,Customer_Age,Gender,Dependent_Count,Education_Level,Marital_Status,state_cd,Car_Owner,House_Owner,Personal_loan,Customer_Job,Income,Cust_Satisfaction_Score,Month
708178608,blue,300,0,111,2023-01-01,week-1,q1,2023,2488.0,0,4226,73,0.0,chip,grocery,253.56,0,46-55,Female,3,unknown,unknown,Florida,no,no,no,blue-collar,54304,1,January
708185208,blue,110,1,74,2023-01-01,week-1,q1,2023,3178.0,1118,2010,31,0.352,swipe,bills,180.9,0,46-55,Female,2,doctorate,single,California,no,yes,no,selfemployeed,20100,2,January
708186933,blue,195,1,102,2023-01-01,week-1,q1,2023,1819.0,725,2254,45,0.399,swipe,bills,270.48,0,46-55,Female,4,unknown,unknown,California,no,yes,no,blue-collar,24295,1,January
708190158,blue,175,0,113,2023-01-01,week-1,q1,2023,2920.0,2426,2750,41,0.831,swipe,food,632.5,0,46-55,Female,3,unknown,single,New York,no,yes,no,govt,32103,3,January
708193008,blue,340,0,148,2023-01-01,week-1,q1,2023,14480.0,0,1616,43,0.0,online,entertainment,387.84,0,46-55,Female,2,graduate,married,California,no,no,yes,selfemployeed,14975,2,January
708195633,silver,110,1,70,2023-01-01,week-1,q1,2023,34516.0,1182,2440,54,0.034,online,entertainment,488.0,0,46-55,Female,4,high school,married,Texas,yes,yes,no,selfemployeed,27517,3,January
708197358,blue,225,0,111,2023-01-01,week-1,q1,2023,30543.0,264,7784,63,0.009,online,food,622.72,1,36-45,Male,1,uneducated,married,Alaska,no,no,yes,govt,107887,1,January
708204033,blue,295,0,86,2023-01-01,week-1,q1,2023,2980.0,2093,4132,70,0.702,chip,travel,826.4,1,46-55,Male,2,graduate,married,California,yes,no,yes,selfemployeed,51233,1,January
708205083,blue,125,1,151,2023-01-01,week-1,q1,2023,1438.3,0,4815,81,0.0,chip,travel,337.05,1,46-55,Male,2,graduate,married,New Jersey,no,no,no,blue-collar,79516,1,January
708207783,blue,355,1,107,2023-01-01,week-1,q1,2023,1477.0,0,4680,80,0.0,swipe,entertainment,514.8,1,46-55,Male,1,graduate,married,New York,no,yes,no,blue-collar,73959,1,January
708208758,blue,275,1,85,2023-01-01,week-1,q1,2023,1826.0,883,2199,48,0.484,swipe,fuel,571.74,1,36-45,Female,3,doctorate,single,Florida,yes,yes,no,blue-collar,23377,2,January
708211383,blue,200,0,111,2023-01-01,week-1,q1,2023,2664.0,0,3906,74,0.0,online,fuel,1054.62,1,36-45,Female,3,uneducated,single,Texas,no,yes,no,retirees,44883,3,January
708212658,blue,190,1,70,2023-01-01,week-1,q1,2023,2193.0,1260,1799,47,0.575,swipe,bills,521.71,1,36-45,Female,3,high school,single,Texas,no,no,yes,retirees,16041,2,January
708216108,blue,300,1,93,2023-01-01,week-1,q1,2023,4088.0,1557,2250,39,0.381,swipe,bills,157.5,1,56-65,Female,1,unknown,married,New York,no,yes,no,businessman,24221,3,January
708217758,blue,475,0,96,2023-01-01,week-1,q1,2023,14035.0,2061,1606,30,0.147,swipe,bills,385.44,1,56-65,Female,1,graduate,single,California,no,yes,no,selfemployeed,14975,3,January
708219108,blue,300,1,95,2023-01-01,week-1,q1,2023,9959.0,1143,7300,77,0.115,swipe,grocery,803.0,1,36-45,Male,2,graduate,married,California,yes,no,no,blue-collar,102561,3,January
708219858,blue,390,1,79,2023-01-01,week-1,q1,2023,6423.0,0,4295,70,0.0,swipe,food,901.95,0,46-55,Female,1,graduate,unknown,California,no,yes,no,white-collar,56697,2,January
708222558,blue,125,1,109,2023-01-01,week-1,q1,2023,2310.0,1513,4191,77,0.655,chip,food,712.47,0,56-65,Female,1,uneducated,single,New Jersey,no,no,no,retirees,53022,3,January
708223383,blue,295,0,81,2023-01-01,week-1,q1,2023,11410.0,979,2736,38,0.086,chip,bills,793.44,0,46-55,Female,3,uneducated,married,New York,yes,no,yes,businessman,32013,1,January
708224133,blue,430,1,105,2023-01-01,week-1,q1,2023,2228.0,1480,4431,71,0.664,swipe,grocery,841.89,0,36-45,Male,4,graduate,single,New Jersey,yes,no,no,selfemployeed,62192,2,January
708225483,blue,200,1,68,2023-01-01,week-1,q1,2023,11242.0,1561,4246,81,0.139,swipe,entertainment,806.74,0,36-45,Female,2,post-graduate,married,California,yes,yes,no,selfemployeed,55061,2,January
708226833,gold,415,0,96,2023-01-01,week-1,q1,2023,34516.0,831,13247,107,0.024,swipe,food,1192.23,0,46-55,Male,2,high school,married,New York,no,no,no,businessman,127461,3,January
708229308,blue,245,1,72,2023-01-01,week-1,q1,2023,3243.0,0,6059,71,0.0,swipe,fuel,727.08,0,36-45,Male,1,uneducated,single,New York,yes,no,no,businessman,100839,2,January
708231183,blue,460,0,92,2023-01-01,week-1,q1,2023,12539.0,910,2643,72,0.073,swipe,grocery,290.73,0,36-45,Female,1,uneducated,single,California,no,no,no,retirees,31127,2,January
708234558,blue,200,0,88,2023-01-01,week-1,q1,2023,2239.0,1340,4540,73,0.598,chip,entertainment,635.6,0,56-65,Male,0,high school,single,Texas,no,yes,no,selfemployeed,67827,3,January
708238833,blue,365,1,61,2023-01-01,week-1,q1,2023,3032.0,2215,1387,30,0.731,swipe,fuel,152.57,0,36-45,Female,2,high school,married,New York,no,yes,no,blue-collar,12994,1,January
708241233,blue,95,0,73,2023-01-01,week-1,q1,2023,2972.0,0,922,25,0.0,swipe,bills,138.3,0,36-45,Female,1,graduate,married,California,no,yes,no,selfemployeed,5225,1,January
708242283,blue,295,1,59,2023-01-01,week-1,q1,2023,5346.0,0,3253,80,0.0,swipe,food,325.3,0,36-45,Female,1,unknown,single,Texas,no,yes,yes,govt,35755,3,January
708243483,blue,250,0,119,2023-01-01,week-1,q1,2023,14938.0,1155,2248,51,0.077,swipe,bills,427.12,0,56-65,Female,2,high school,single,Texas,yes,no,no,retirees,24156,2,January
708244458,blue,405,1,91,2023-01-01,week-1,q1,2023,2793.0,1517,3485,72,0.543,swipe,food,383.35,0,26-35,Male,0,graduate,single,New York,no,yes,no,white-collar,37888,3,January
708245808,gold,455,0,78,2023-01-01,week-1,q1,2023,19671.0,924,13908,124,0.047,swipe,travel,2503.44,0,36-45,Male,0,high school,unknown,Florida,yes,yes,no,businessman,145701,1,January
708248358,silver,200,1,67,2023-01-01,week-1,q1,2023,29937.0,0,14863,109,0.0,online,bills,1932.19,0,56-65,Female,2,graduate,married,California,yes,no,no,businessman,186885,1,January
708249708,blue,300,1,92,2023-01-01,week-1,q1,2023,4844.0,1576,1489,48,0.325,swipe,fuel,253.13,0,36-45,Female,2,graduate,single,California,yes,no,no,selfemployeed,14975,1,January
708252108,blue,475,1,162,2023-01-01,week-1,q1,2023,7362.0,1907,4065,65,0.259,chip,fuel,243.9,0,46-55,Female,1,graduate,single,Florida,no,yes,no,selfemployeed,49229,2,January
708253458,blue,125,1,113,2023-01-01,week-1,q1,2023,5528.0,1823,4857,81,0.33,swipe,food,1408.53,0,36-45,Male,2,unknown,married,California,no,yes,no,govt,81622,2,January
708254733,blue,325,1,73,2023-01-01,week-1,q1,2023,2968.0,1873,5171,85,0.631,swipe,fuel,1241.04,0,56-65,Male,2,graduate,married,California,no,no,no,blue-collar,95152,2,January
708255633,blue,200,0,110,2023-01-01,week-1,q1,2023,3761.0,1710,3240,65,0.455,swipe,fuel,550.8,0,46-55,Female,3,graduate,single,Florida,yes,yes,no,blue-collar,35666,2,January
708260208,blue,150,1,86,2023-01-01,week-1,q1,2023,2057.0,1279,4321,76,0.622,chip,food,1123.46,0,46-55,Female,3,graduate,married,Texas,no,yes,no,white-collar,57686,1,January
708266883,blue,355,0,136,2023-01-01,week-1,q1,2023,1666.0,0,2312,35,0.0,swipe,food,184.96,0,36-45,Female,2,graduate,married,Texas,no,yes,yes,selfemployeed,25423,3,January
708267858,blue,140,0,115,2023-01-01,week-1,q1,2023,6088.0,2145,2098,52,0.352,swipe,entertainment,482.54,0,26-35,Female,4,high school,single,New Jersey,no,no,no,selfemployeed,21500,3,January
708269583,blue,335,1,102,2023-01-01,week-1,q1,2023,2029.0,1377,4014,86,0.679,chip,entertainment,1003.5,0,36-45,Female,1,high school,single,New York,no,no,no,white-collar,47653,3,January
708271833,silver,195,1,63,2023-01-01,week-1,q1,2023,15069.0,1843,3464,67,0.122,online,bills,831.36,0,46-55,Female,3,graduate,married,California,no,yes,yes,govt,37680,3,January
708272808,blue,150,0,76,2023-01-01,week-1,q1,2023,2718.0,1474,3542,59,0.542,chip,fuel,566.72,0,36-45,Female,2,unknown,single,Florida,yes,yes,no,white-collar,38560,2,January
708273858,blue,355,1,112,2023-01-01,week-1,q1,2023,34516.0,0,3734,80,0.0,swipe,fuel,522.76,0,36-45,Female,1,graduate,single,New York,no,no,no,white-collar,41203,1,January
708276183,blue,375,0,91,2023-01-01,week-1,q1,2023,1760.0,0,1554,35,0.0,swipe,bills,279.72,0,46-55,Female,2,graduate,married,Texas,no,no,no,selfemployeed,14975,2,January
708281433,blue,335,0,81,2023-01-01,week-1,q1,2023,1438.3,0,3848,75,0.0,swipe,food,269.36,0,36-45,Female,3,uneducated,single,New York,yes,no,no,businessman,43626,1,January
708285108,blue,420,1,80,2023-01-01,week-1,q1,2023,6128.0,2239,13505,116,0.365,swipe,fuel,1620.6,1,36-45,Male,4,unknown,married,Texas,yes,no,no,white-collar,131861,1,January
708286683,blue,250,0,67,2023-01-01,week-1,q1,2023,12045.0,1749,4884,86,0.145,swipe,bills,1123.32,1,36-45,Male,1,graduate,unknown,Florida,yes,no,no,white-collar,83306,2,January
708288108,blue,360,1,118,2023-01-01,week-1,q1,2023,5639.0,1547,647,15,0.274,swipe,bills,135.87,1,26-35,Male,0,graduate,single,New Jersey,no,no,no,selfemployeed,1250,3,January
708290208,silver,355,1,109,2023-01-01,week-1,q1,2023,13608.0,1190,3118,76,0.087,chip,entertainment,841.86,1,56-65,Female,2,graduate,single,New York,yes,no,no,white-collar,34835,2,January
708291633,blue,390,1,100,2023-01-01,week-1,q1,2023,4651.0,2499,5097,79,0.537,swipe,entertainment,1223.28,1,46-55,Male,1,unknown,single,Florida,no,no,no,businessman,92894,1,January
708292833,blue,150,1,59,2023-01-01,week-1,q1,2023,27389.0,1250,2754,60,0.046,online,bills,247.86,1,36-45,Female,2,graduate,married,California,yes,no,no,govt,32170,3,January
708295533,blue,250,0,106,2023-01-01,week-1,q1,2023,3549.0,1880,1215,22,0.53,swipe,travel,230.85,1,46-55,Male,2,unknown,single,Florida,no,no,no,blue-collar,10119,2,January
708296883,blue,280,0,93,2023-01-01,week-1,q1,2023,11749.0,788,1178,27,0.067,swipe,travel,259.16,1,26-35,Female,1,graduate,single,California,no,yes,yes,selfemployeed,8250,1,January
708298233,blue,125,0,72,2023-01-01,week-1,q1,2023,6184.0,0,1756,49,0.0,swipe,fuel,456.56,1,36-45,Female,4,high school,married,New Jersey,no,no,no,blue-collar,15092,3,January
708300483,blue,245,0,110,2023-01-01,week-1,q1,2023,7882.0,605,704,16,0.077,swipe,travel,197.12,1,46-55,Female,4,doctorate,married,New York,no,yes,no,selfemployeed,1250,1,January
708301683,blue,125,0,89,2023-01-01,week-1,q1,2023,20798.0,1059,8038,90,0.051,swipe,food,2009.5,0,36-45,Male,4,high school,unknown,New York,no,yes,no,govt,110415,2,January
708303108,blue,175,0,88,2023-01-01,week-1,q1,2023,1770.0,1706,4940,94,0.964,swipe,grocery,1037.4,0,36-45,Male,3,high school,married,New Jersey,yes,yes,no,govt,86574,1,January
708307533,blue,345,0,89,2023-01-01,week-1,q1,2023,3086.0,0,4129,81,0.0,swipe,food,371.61,0,36-45,Male,4,post-graduate,married,New York,yes,no,no,govt,51165,2,January
708313608,blue,245,1,61,2023-01-01,week-1,q1,2023,2464.0,2116,2110,43,0.859,swipe,food,274.3,0,56-65,Female,1,graduate,married,New Jersey,no,no,no,blue-collar,21659,3,January
708314808,blue,100,1,111,2023-01-01,week-1,q1,2023,5659.0,1393,1570,40,0.246,swipe,fuel,298.3,0,46-55,Female,3,uneducated,single,Texas,no,yes,no,selfemployeed,14975,3,January
708316008,blue,345,1,108,2023-01-01,week-1,q1,2023,10031.0,0,1792,29,0.0,swipe,fuel,394.24,0,36-45,Female,5,unknown,single,California,no,no,no,selfemployeed,15806,3,January
708319908,blue,300,0,92,2023-01-01,week-1,q1,2023,4116.0,1473,8667,70,0.358,online,travel,1820.07,0,56-65,Male,1,graduate,single,Texas,yes,yes,no,govt,116230,3,January
708323208,blue,290,1,118,2023-01-01,week-1,q1,2023,1522.0,0,2241,36,0.0,swipe,food,403.38,0,36-45,Female,5,doctorate,married,Texas,no,no,yes,businessman,24058,1,January
708324483,blue,290,1,70,2023-01-01,week-1,q1,2023,1548.0,0,4420,71,0.0,chip,bills,707.2,0,56-65,Male,0,unknown,unknown,California,no,no,yes,selfemployeed,61485,2,January
708330858,blue,250,1,133,2023-01-01,week-1,q1,2023,8249.0,1381,678,11,0.167,swipe,travel,122.04,0,46-55,Female,2,graduate,married,Texas,no,no,no,selfemployeed,1250,3,January
708331758,silver,250,0,120,2023-01-01,week-1,q1,2023,32444.0,1843,3725,60,0.057,swipe,fuel,409.75,0,36-45,Female,3,high school,single,New York,no,no,yes,businessman,41112,3,January
708332808,blue,470,1,111,2023-01-01,week-1,q1,2023,3471.0,0,14381,115,0.0,swipe,fuel,3163.82,0,46-55,Female,4,uneducated,married,Texas,no,no,no,businessman,166923,2,January
708334158,blue,200,0,98,2023-01-01,week-1,q1,2023,9863.0,686,3068,58,0.07,chip,entertainment,306.8,0,46-55,Female,1,uneducated,single,New York,yes,yes,no,white-collar,34512,2,January
708337683,blue,465,1,98,2023-01-01,week-1,q1,2023,21800.0,893,3820,62,0.041,chip,entertainment,573.0,0,26-35,Male,0,graduate,married,Michigan,no,no,yes,selfemployeed,42779,1,January
708338958,blue,200,1,54,2023-01-01,week-1,q1,2023,3173.0,1713,3797,75,0.54,chip,bills,341.73,0,36-45,Male,2,high school,unknown,Florida,no,no,no,blue-collar,42334,3,January
708340758,blue,300,0,88,2023-01-01,week-1,q1,2023,7769.0,0,8109,74,0.0,chip,grocery,1054.17,0,46-55,Male,3,graduate,single,New York,yes,no,no,businessman,111220,2,January
708341958,blue,175,1,75,2023-01-01,week-1,q1,2023,2061.0,1904,4480,86,0.924,swipe,food,716.8,0,46-55,Male,4,unknown,married,Texas,no,yes,no,blue-collar,64665,1,January
708344358,blue,125,1,81,2023-01-01,week-1,q1,2023,2495.0,1354,1311,31,0.543,swipe,travel,249.09,0,36-45,Female,4,high school,single,California,no,yes,yes,selfemployeed,11638,2,January
708347583,blue,465,1,42,2023-01-01,week-1,q1,2023,2509.0,1144,1804,38,0.456,swipe,grocery,378.84,0,36-45,Female,0,graduate,married,California,no,yes,no,blue-collar,16112,2,January
708354858,blue,200,0,58,2023-01-01,week-1,q1,2023,14938.0,0,8192,80,0.0,swipe,bills,491.52,0,36-45,Male,2,graduate,married,California,no,no,no,businessman,111730,1,January
708355683,blue,285,0,46,2023-01-01,week-1,q1,2023,16815.0,0,2976,65,0.0,swipe,fuel,624.96,0,46-55,Female,4,unknown,single,New Jersey,no,no,yes,govt,34013,1,January
708357183,blue,300,1,139,2023-01-01,week-1,q1,2023,1438.3,0,3511,64,0.0,chip,fuel,702.2,0,36-45,Female,4,doctorate,married,California,no,no,no,businessman,38164,2,January
708358683,silver,100,0,92,2023-01-01,week-1,q1,2023,34516.0,1236,1665,40,0.036,swipe,bills,449.55,0,56-65,Female,1,graduate,married,Texas,yes,no,no,selfemployeed,14975,1,January
708360108,blue,245,1,71,2023-01-01,week-1,q1,2023,2800.0,1338,4869,90,0.478,chip,grocery,779.04,0,36-45,Male,2,uneducated,single,Texas,no,yes,yes,govt,82412,2,January
708361833,blue,460,0,76,2023-01-01,week-1,q1,2023,19430.0,0,3650,80,0.0,swipe,fuel,511.0,0,46-55,Female,3,graduate,single,California,no,yes,yes,white-collar,39861,2,January
708367908,blue,190,0,87,2023-01-01,week-1,q1,2023,3022.0,1627,4390,82,0.538,chip,bills,614.6,1,36-45,Male,4,graduate,single,Texas,no,no,no,blue-collar,60037,3,January
708369633,gold,250,1,100,2023-01-01,week-1,q1,2023,15487.0,1847,7031,67,0.119,swipe,bills,1054.65,1,46-55,Male,2,uneducated,married,New York,yes,no,no,govt,101602,1,January
708371733,blue,300,1,83,2023-01-01,week-1,q1,2023,4662.0,0,4931,81,0.0,swipe,fuel,1084.82,1,46-55,Male,1,high school,unknown,Texas,no,yes,no,blue-collar,86281,2,January
708373083,blue,175,1,110,2023-01-01,week-1,q1,2023,3356.0,2517,2032,39,0.75,swipe,fuel,467.36,1,36-45,Female,3,high school,married,Texas,yes,no,no,blue-collar,20495,2,January
708375858,blue,405,0,83,2023-01-01,week-1,q1,2023,2776.0,1341,4318,68,0.483,swipe,grocery,302.26,1,36-45,Female,4,post-graduate,single,California,no,no,no,govt,57624,1,January
708376983,blue,485,1,149,2023-01-01,week-1,q1,2023,8513.0,799,2119,37,0.094,swipe,food,127.14,1,36-45,Female,4,graduate,unknown,Texas,no,yes,no,govt,21828,3,January
708378108,blue,245,0,97,2023-01-01,week-1,q1,2023,2147.0,771,4631,76,0.359,chip,bills,787.27,0,36-45,Male,2,uneducated,single,New Jersey,yes,no,no,white-collar,71834,1,January
708382083,blue,245,1,93,2023-01-01,week-1,q1,2023,2292.0,0,2584,60,0.0,swipe,bills,335.92,0,26-35,Female,1,unknown,married,Texas,no,no,no,selfemployeed,30259,2,January
708384033,blue,420,1,108,2023-01-01,week-1,q1,2023,2745.0,2463,2466,39,0.897,swipe,food,345.24,0,36-45,Female,1,high school,unknown,California,no,no,no,blue-collar,28037,3,January
708385533,silver,335,1,99,2023-01-01,week-1,q1,2023,11059.0,0,9524,80,0.0,chip,grocery,1523.84,0,46-55,Male,1,post-graduate,unknown,New York,no,yes,no,govt,119059,2,January
708386958,blue,245,1,88,2023-01-01,week-1,q1,2023,1561.0,0,1947,28,0.0,swipe,bills,175.23,0,36-45,Female,5,graduate,married,Georgia,yes,no,no,blue-collar,19006,3,January
708387933,blue,195,0,114,2023-01-01,week-1,q1,2023,5500.0,0,14357,110,0.0,swipe,bills,1435.7,0,36-45,Male,3,high school,single,Texas,no,yes,yes,businessman,165306,3,January
708390633,blue,475,0,81,2023-01-01,week-1,q1,2023,2421.0,2312,4219,69,0.955,chip,bills,295.33,0,46-55,Male,2,high school,single,New York,no,no,no,retirees,53965,1,January
